Fiscal_Year,Fiscal_Period,Department,Program,Expense_Category,Fund,Vendor_Name,Vendor_Number,Payment_Number,Payment_Method,Payment_Issue_date,Payment_Status,Amount
2015,2,HEALTH                                                      ,HTH430,DUES                                              ,,HEALTHCARE ASSOCIATION OF HI,203086,G0015431,Check,8/26/14 0:00,Paid,35875.11
2014,12,HEALTH                                                      ,HTH730,SUBSCRIPTIONS                                     ,,HAWAII HEALTH INFORMATION,253437,S0000899,Check,7/8/14 0:00,Paid,29799.06
2015,1,HEALTH                                                      ,HTH131,SUBSCRIPTIONS                                     ,,PUBLIC HEALTH FOUNDATION,331344,S0006734,Check,8/5/14 0:00,Paid,27500.00
2015,2,ACCOUNTING AND GENERAL SERVICES                             ,AGS879,FREIGHT AND DELIVERY CHARGES                      ,,"SIGNATURE CAB HOLDINGS, INC.",100138,G0019767,Check,8/28/14 0:00,Paid,28450.00
2015,5,ACCOUNTING AND GENERAL SERVICES                             ,AGS879,FREIGHT AND DELIVERY CHARGES                      ,,"SIGNATURE CAB HOLDINGS, INC.",100138,G0042047,Check,11/20/14 0:00,Paid,28450.00
2015,5,ACCOUNTING AND GENERAL SERVICES                             ,AGS879,FREIGHT AND DELIVERY CHARGES                      ,,"HAWAII AIR CARGO, INC.",103776,G0048164,Check,11/28/14 0:00,Paid,40000.00
2015,2,HEALTH                                                      ,HTH100,BARGE FREIGHT                                     ,,"NATIONAL PARK SERVICE, THE",269321,G0014949,Check,8/25/14 0:00,Paid,107832.43
2014,12,HAWAIIAN HOME LANDS                                         ,HHL602,POSTAGE                                           ,,POSTMASTER,106385,S0075570,Check,6/26/14 0:00,Paid,40000.00
2015,2,LABOR AND INDUSTRIAL RELATIONS                              ,LBR171,POSTAGE                                           ,,POSTMASTER,29101,E0000269,Check,8/29/14 0:00,Paid,75000.00
2015,3,LABOR AND INDUSTRIAL RELATIONS                              ,LBR171,POSTAGE                                           ,,POSTMASTER,29101,E0000341,Check,9/23/14 0:00,Paid,25000.00
2015,6,LABOR AND INDUSTRIAL RELATIONS                              ,LBR171,POSTAGE                                           ,,POSTMASTER,29101,E0000846,Check,12/30/14 0:00,Paid,75000.00
2014,7,LABOR AND INDUSTRIAL RELATIONS                              ,LBR171,POSTAGE                                           ,,POSTMASTER,29101,E0001017,Check,1/30/14 0:00,Paid,120000.00
2014,8,LABOR AND INDUSTRIAL RELATIONS                              ,LBR171,POSTAGE                                           ,,POSTMASTER,29101,E0001052,Check,2/13/14 0:00,Paid,100000.00
2014,9,LABOR AND INDUSTRIAL RELATIONS                              ,LBR171,POSTAGE                                           ,,POSTMASTER,29101,E0001256,Check,3/28/14 0:00,Paid,30000.00
2014,9,LABOR AND INDUSTRIAL RELATIONS                              ,LBR171,POSTAGE                                           ,,POSTMASTER,29101,E0001285,Check,4/1/14 0:00,Paid,100000.00
2015,4,COMMERCE AND CONSUMER AFFAIRS                               ,CCA105,POSTAGE                                           ,,UNITED STATES POSTAL SERVICE,105900,S0020379,Check,10/6/14 0:00,Paid,40000.00
2014,11,TAXATION                                                    ,TAX107,POSTAGE                                           ,,POSTMASTER,102189,G0089741,Check,5/23/14 0:00,Paid,234000.00
2015,4,HEALTH                                                      ,HTH907,POSTAGE                                           ,,PITNEY BOWES RESERVE ACCOUNT,309681,G0033965,Check,10/17/14 0:00,Paid,80000.00
2014,9,HEALTH                                                      ,HTH760,POSTAGE                                           ,,PITNEY BOWES RESERVE ACCOUNT,309681,G0072121,Check,3/20/14 0:00,Paid,25000.00
2014,12,HEALTH                                                      ,HTH907,POSTAGE                                           ,,PITNEY BOWES RESERVE ACCOUNT,309681,G0101878,Check,6/30/14 0:00,Paid,60000.00
2015,1,HUMAN SERVICES                                              ,HMS902,POSTAGE                                           ,,CARDINAL PRESORT SERVICES LTD,319203,G0006305,Check,7/24/14 0:00,Paid,69000.00
2015,1,HUMAN SERVICES                                              ,HMS902,POSTAGE                                           ,,CARDINAL PRESORT SERVICES LTD,319203,G0006305,Check,7/24/14 0:00,Paid,69000.00
2015,3,HUMAN SERVICES                                              ,HMS903,POSTAGE                                           ,,CARDINAL PRESORT SERVICES LTD,319203,G0024426,Check,9/16/14 0:00,Paid,88300.00
2015,3,HUMAN SERVICES                                              ,HMS903,POSTAGE                                           ,,CARDINAL PRESORT SERVICES LTD,319203,G0024426,Check,9/16/14 0:00,Paid,88300.00
2015,4,HUMAN SERVICES                                              ,HMS902,POSTAGE                                           ,,CARDINAL PRESORT SERVICES LTD,319203,G0030170,Check,10/6/14 0:00,Paid,88000.00
2015,4,HUMAN SERVICES                                              ,HMS902,POSTAGE                                           ,,CARDINAL PRESORT SERVICES LTD,319203,G0030171,Check,10/6/14 0:00,Paid,120000.00
2015,6,HUMAN SERVICES                                              ,HMS903,POSTAGE                                           ,,CARDINAL PRESORT SERVICES LTD,319203,G0049119,Check,12/2/14 0:00,Paid,102000.00
2015,6,HUMAN SERVICES                                              ,HMS903,POSTAGE                                           ,,CARDINAL PRESORT SERVICES LTD,319203,G0049119,Check,12/2/14 0:00,Paid,102000.00
2014,9,HUMAN SERVICES                                              ,HMS903,POSTAGE                                           ,,CARDINAL PRESORT SERVICES LTD,319203,G0071263,Check,3/18/14 0:00,Paid,95435.00
2014,9,HUMAN SERVICES                                              ,HMS903,POSTAGE                                           ,,CARDINAL PRESORT SERVICES LTD,319203,G0071263,Check,3/18/14 0:00,Paid,95435.00
2014,10,HUMAN SERVICES                                              ,HMS902,POSTAGE                                           ,,CARDINAL PRESORT SERVICES LTD,319203,G0077807,Check,4/9/14 0:00,Paid,60000.00
2014,12,HUMAN SERVICES                                              ,HMS903,POSTAGE                                           ,,CARDINAL PRESORT SERVICES LTD,319203,G0096207,Check,6/16/14 0:00,Paid,84000.00
2014,12,HUMAN SERVICES                                              ,HMS903,POSTAGE                                           ,,CARDINAL PRESORT SERVICES LTD,319203,G0096207,Check,6/16/14 0:00,Paid,84000.00
2014,12,HUMAN SERVICES                                              ,HMS902,POSTAGE                                           ,,CARDINAL PRESORT SERVICES LTD,319203,G0097617,Check,6/18/14 0:00,Paid,131000.00
2014,11,HUMAN SERVICES                                              ,HMS904,POSTAGE                                           ,,UNITED STATES POSTAL SERVICE,105900,G0087800,Check,5/14/14 0:00,Paid,30000.00
2014,8,ACCOUNTING AND GENERAL SERVICES                             ,AGS102,POSTAGE                                           ,,"CARDINAL SERVICES, LTD.",252088,G0062232,Check,2/18/14 0:00,Paid,35000.00
2014,10,ACCOUNTING AND GENERAL SERVICES                             ,AGS102,POSTAGE                                           ,,"CARDINAL SERVICES, LTD.",252088,G0078012,Check,4/10/14 0:00,Paid,35000.00
2014,11,ACCOUNTING AND GENERAL SERVICES                             ,AGS102,POSTAGE                                           ,,"CARDINAL SERVICES, LTD.",252088,G0084878,Check,5/7/14 0:00,Paid,25000.00
2014,12,ACCOUNTING AND GENERAL SERVICES                             ,AGS102,POSTAGE                                           ,,UNITED STATES POSTAL SERVICE,105900,G0100386,Check,6/26/14 0:00,Paid,25000.00
2014,12,ACCOUNTING AND GENERAL SERVICES                             ,AGS102,POSTAGE                                           ,,UNITED STATES POSTAL SERVICE,105900,G0100387,Check,6/26/14 0:00,Paid,25000.00
2014,7,HUMAN SERVICES                                              ,HMS903,OTHER POSTAGE AND POSTAL CHARGES                  ,,CARDINAL PRESORT SERVICES LTD,319203,G0057122,Check,1/29/14 0:00,Paid,36597.05
2014,7,HUMAN SERVICES                                              ,HMS903,OTHER POSTAGE AND POSTAL CHARGES                  ,,CARDINAL PRESORT SERVICES LTD,319203,G0057122,Check,1/29/14 0:00,Paid,40920.45
2014,12,LABOR AND INDUSTRIAL RELATIONS                              ,LBR183,POSTAGE                                           ,,UNITED STATES POSTAL SERVICE,105900,G0100376,Check,6/26/14 0:00,Paid,100000.00
2015,5,TAXATION                                                    ,TAX107,TELEPHONE AND TELEGRAPH                           ,,HAWAIIAN TELCOM,289236,G0041820,Check,11/20/14 0:00,Paid,27866.50
2014,8,TRANSPORTATION                                              ,TRN501,TELEPHONE AND TELEGRAPH                           ,,"EOH ENTERPRISES, LLC",269727,S0048204,Check,2/21/14 0:00,Paid,51744.31
2014,7,PUBLIC SAFETY                                               ,PSD900,TELEPHONE AND TELEGRAPH                           ,,HAWAIIAN TELCOM,289236,G0054908,Check,1/22/14 0:00,Paid,40548.61
2015,6,PUBLIC SAFETY                                               ,PSD406,TELEPHONE AND TELEGRAPH                           ,,HAWAIIAN TELCOM,289236,G0056135,Check,12/26/14 0:00,Paid,84977.92
2014,11,PUBLIC SAFETY                                               ,PSD403,TELEPHONE AND TELEGRAPH                           ,,NETCOM ENTERPRISES,331369,G0091288,Check,5/28/14 0:00,Paid,39869.03
2014,12,PUBLIC SAFETY                                               ,PSD403,TELEPHONE AND TELEGRAPH                           ,,NETCOM ENTERPRISES,331369,G0096192,Check,6/16/14 0:00,Paid,39869.00
2014,12,HEALTH                                                      ,HTH907,TELEPHONE & TELEGRAPH                             ,,HAWAIIAN TELCOM,289236,G0094607,Check,6/10/14 0:00,Paid,41437.04
2014,8,ACCOUNTING AND GENERAL SERVICES                             ,AGS130,TELEPHONE AND TELEGRAPH                           ,,HAWAIIAN TELCOM,289236,G0063972,Check,2/21/14 0:00,Paid,32387.20
2014,10,ACCOUNTING AND GENERAL SERVICES                             ,AGS130,TELEPHONE AND TELEGRAPH                           ,,HAWAIIAN TELCOM,289236,G0076454,Check,4/4/14 0:00,Paid,141351.78
2014,10,ACCOUNTING AND GENERAL SERVICES                             ,AGS130,TELEPHONE AND TELEGRAPH                           ,,HAWAIIAN TELCOM,289236,G0080777,Check,4/22/14 0:00,Paid,38417.13
2015,5,AGRICULTURE                                                 ,AGR131,TELEPHONE & TELEGRAPH                             ,,TIME WARNER CABLE,319748,S0029008,Check,11/20/14 0:00,Paid,34678.14
2015,1,ACCOUNTING AND GENERAL SERVICES                             ,AGS130,TELEPHONE AND TELEGRAPH                           ,,HAWAIIAN TELCOM,289236,G0002598,Check,7/16/14 0:00,Paid,45546.58
2015,2,ACCOUNTING AND GENERAL SERVICES                             ,AGS130,TELEPHONE AND TELEGRAPH                           ,,HAWAIIAN TELCOM,289236,G0015420,Check,8/26/14 0:00,Paid,45546.58
2015,4,ACCOUNTING AND GENERAL SERVICES                             ,AGS130,TELEPHONE AND TELEGRAPH                           ,,HAWAIIAN TELCOM,289236,G0033784,Check,10/17/14 0:00,Paid,45195.02
2015,4,ACCOUNTING AND GENERAL SERVICES                             ,AGS130,TELEPHONE AND TELEGRAPH                           ,,HAWAIIAN TELCOM,289236,G0033784,Check,10/17/14 0:00,Paid,45195.02
2015,5,ACCOUNTING AND GENERAL SERVICES                             ,AGS130,TELEPHONE AND TELEGRAPH                           ,,HAWAIIAN TELCOM,289236,G0038950,Check,11/7/14 0:00,Paid,45757.52
2015,6,ACCOUNTING AND GENERAL SERVICES                             ,AGS130,TELEPHONE AND TELEGRAPH                           ,,HAWAIIAN TELCOM,289236,G0051728,Check,12/12/14 0:00,Paid,45351.28
2014,12,ACCOUNTING AND GENERAL SERVICES                             ,AGS130,TELEPHONE AND TELEGRAPH                           ,,HAWAIIAN TELCOM,289236,G0094160,Check,6/9/14 0:00,Paid,26446.42
2014,12,ACCOUNTING AND GENERAL SERVICES                             ,AGS130,TELEPHONE AND TELEGRAPH                           ,,HAWAIIAN TELCOM,289236,G0094160,Check,6/9/14 0:00,Paid,45546.58
2015,3,ACCOUNTING AND GENERAL SERVICES                             ,AGS130,TELEPHONE AND TELEGRAPH                           ,,TIME WARNER CABLE,319748,G0029257,Check,10/2/14 0:00,Paid,206066.10
2015,2,ACCOUNTING AND GENERAL SERVICES                             ,AGS130,TELEPHONE AND TELEGRAPH                           ,,UNISYS CORPORATION,203268,G0013111,Check,8/18/14 0:00,Paid,28404.18
2015,2,ACCOUNTING AND GENERAL SERVICES                             ,AGS130,TELEPHONE AND TELEGRAPH                           ,,UNISYS CORPORATION,203268,G0013111,Check,8/18/14 0:00,Paid,28404.18
2015,3,ACCOUNTING AND GENERAL SERVICES                             ,AGS130,TELEPHONE AND TELEGRAPH                           ,,UNISYS CORPORATION,203268,G0025623,Check,9/19/14 0:00,Paid,28404.18
2014,11,ACCOUNTING AND GENERAL SERVICES                             ,AGS130,TELEPHONE AND TELEGRAPH                           ,,UNISYS CORPORATION,203268,G0086239,Check,5/12/14 0:00,Paid,28404.18
2014,11,ACCOUNTING AND GENERAL SERVICES                             ,AGS130,TELEPHONE AND TELEGRAPH                           ,,UNISYS CORPORATION,203268,G0086239,Check,5/12/14 0:00,Paid,47919.35
2014,11,ACCOUNTING AND GENERAL SERVICES                             ,AGS130,TELEPHONE AND TELEGRAPH                           ,,UNISYS CORPORATION,203268,G0092812,Check,6/3/14 0:00,Paid,28404.18
2014,9,COMMERCE AND CONSUMER AFFAIRS                               ,CCA191,PRINTING AND BINDING                              ,,"PACIFICBASIN COMMUNICATIONS,",322032,S0052815,Check,3/11/14 0:00,Paid,60000.00
2014,12,HUMAN SERVICES                                              ,HMS902,PRINTING AND BINDING                              ,,CARDINAL PRESORT SERVICES LTD,319203,G0000371,Check,7/2/14 0:00,Paid,42497.64
2015,2,HUMAN SERVICES                                              ,HMS902,PRINTING AND BINDING                              ,,CARDINAL PRESORT SERVICES LTD,319203,G0012777,Check,8/14/14 0:00,Paid,47143.90
